ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status
S00002535,SP01,P20,G1,16-Jan-23,2038.5,157,Delivered
S00002540,SP01,P20,G3,08-Jan-25,614.25,103,Shipped
S00002553,SP01,P20,G2,09-Feb-23,2414.25,220,Delivered
S00002564,SP01,P20,G1,20-Nov-23,580.5,83,Delivered
S00002567,SP01,P20,G2,23-Dec-24,2025,254,Delivered
S00002569,SP01,P20,G4,19-Jan-23,2452.5,205,Delivered
S00002570,SP01,P20,G4,17-Dec-24,5895,843,Delivered
S00002581,SP01,P20,G2,09-Jan-24,5838.75,649,Delivered
S00002588,SP01,P20,G5,29-Jan-25,13140,1643,Shipped
S00002600,SP01,P09,G5,17-Nov-23,5231.25,276,Delivered
S00002611,SP01,P09,G4,20-Oct-23,3237.75,180,Delivered
S00002616,SP01,P09,G5,06-Dec-23,7002,412,Delivered
S00002619,SP01,P09,G1,28-Jun-24,6457.5,340,Delivered
S00002623,SP01,P09,G2,22-Aug-23,9670.5,645,Delivered
S00002625,SP01,P09,G4,03-Oct-23,114.75,6,Delivered
S00002627,SP01,P09,G4,26-Apr-23,8820,679,Delivered
S00002628,SP01,P09,G5,03-Jan-23,5312.25,313,Delivered
S00002630,SP01,P09,G5,11-Dec-23,17343,964,Delivered
S00002631,SP01,P09,G6,19-Feb-25,258.75,14,Shipped
S00002634,SP01,P09,G1,26-Mar-25,1620,116,Placed
S00002639,SP01,P09,G4,29-Nov-23,2358,148,Delivered
S00002645,SP01,P09,G6,16-Oct-24,2209.5,148,Delivered
S00002667,SP01,P18,G4,16-Nov-23,3381.75,141,Delivered
S00002671,SP01,P18,G5,27-Feb-23,3609,181,Delivered
S00002673,SP01,P18,G6,06-Feb-24,7211.25,301,Delivered
S00002679,SP01,P18,G2,30-Jul-24,9623.25,385,Delivered
S00002681,SP01,P18,G4,10-Jun-24,7089.75,338,Delivered
S00002688,SP01,P14,G1,12-Oct-23,1932.75,93,Delivered
S00002697,SP01,P14,G4,04-Nov-24,7467.75,288,Delivered
S00002706,SP01,P14,G2,03-Nov-23,7251.75,330,Delivered
S00002710,SP01,P14,G4,04-Mar-25,267.75,11,Placed
S00002715,SP01,P14,G6,21-Oct-24,6050.25,217,Delivered
S00002717,SP01,P14,G1,10-Feb-23,4119.75,188,Delivered
S00002725,SP01,P14,G4,04-Jan-23,5411.25,209,Delivered
S00002727,SP01,P14,G5,23-Aug-23,7679.25,334,Delivered
S00002729,SP01,P14,G6,28-Mar-23,560.25,25,Delivered
S00002730,SP01,P14,G1,19-May-23,1395,67,Delivered
S00002742,SP01,P14,G5,06-Jun-23,3348,129,Delivered
S00002743,SP01,P14,G6,21-Jun-24,6878.25,328,Delivered
S00002744,SP01,P01,G1,13-Dec-23,4290.75,172,Delivered
S00002763,SP01,P01,G2,21-Sep-23,1217.25,47,Delivered
S00002766,SP01,P01,G4,26-Apr-24,4839.75,255,Delivered
S00002790,SP01,P01,G2,22-Oct-24,11220.75,488,Delivered
S00002796,SP01,P01,G5,18-Apr-23,3681,161,Delivered
S00002812,SP01,P06,G5,08-Apr-24,7785,865,Cancelled
S00002824,SP01,P06,G5,21-Jan-25,12089.25,1100,Shipped
S00002832,SP01,P06,G2,05-Jan-24,13855.5,990,Delivered
S00002833,SP01,P06,G2,16-Jan-23,164.25,24,Delivered
S00002836,SP01,P06,G4,14-Jun-23,11664,1167,Delivered
S00002842,SP01,P06,G1,13-Nov-24,13257,1326,Delivered
S00002853,SP01,P06,G5,02-Aug-24,2684.25,245,Delivered
S00002866,SP01,P19,G5,15-May-23,11146.5,558,Delivered
S00002873,SP01,P19,G1,11-Jan-24,4893.75,245,Delivered
S00002877,SP01,P19,G4,07-Nov-24,3008.25,151,Delivered
S00002879,SP01,P19,G4,19-Jul-24,7620.75,305,Delivered
S00002884,SP01,P19,G1,16-Feb-23,3681,194,Delivered
S00002887,SP01,P19,G1,14-Jul-23,17313.75,722,Delivered
S00002894,SP01,P19,G5,05-Feb-25,1104.75,47,Shipped
S00002896,SP01,P19,G5,12-Jan-24,2414.25,101,Delivered
S00002904,SP01,P19,G3,02-Jan-24,7701.75,297,Delivered
S00002908,SP01,P19,G5,21-Nov-23,5314.5,242,Delivered
S00002918,SP01,P19,G3,05-Jun-24,5085,212,Delivered
S00002921,SP01,P19,G4,29-Aug-24,2988,115,Delivered
S00002936,SP01,P15,G5,23-Jan-23,3021.75,303,Delivered
S00002944,SP01,P15,G2,14-May-24,6232.5,446,Delivered
S00002945,SP01,P15,G2,03-Jan-24,2256.75,206,Delivered
S00002947,SP01,P15,G4,27-Feb-24,1289.25,93,Delivered
S00002948,SP01,P15,G4,10-Dec-24,3784.5,237,Delivered
S00002956,SP01,P15,G1,26-Sep-23,3051,278,Delivered
S00002958,SP01,P15,G2,05-Feb-24,3804.75,254,Delivered
S00002964,SP01,P15,G5,26-Jun-24,2724.75,228,Delivered
S00002977,SP01,P15,G4,10-Feb-25,400.5,45,Shipped
S00002987,SP01,P15,G2,08-Feb-23,1599.75,115,Delivered
S00002991,SP01,P15,G4,08-Feb-24,2648.25,190,Delivered
S00002994,SP01,P15,G5,16-Jun-23,7962.75,797,Delivered
S00002995,SP01,P15,G6,22-Dec-23,2380.5,159,Delivered
S00002996,SP01,P11,G1,30-Oct-23,164.25,13,Delivered
S00002998,SP01,P11,G1,13-Apr-23,3906,301,Delivered
S00003000,SP01,P11,G2,09-Feb-23,3600,515,Delivered
S00003013,SP01,P11,G1,18-Nov-24,1401.75,117,Delivered
S00003020,SP01,P11,G5,20-Apr-23,913.5,115,Delivered
S00003028,SP01,P11,G2,20-Feb-25,362.25,37,Shipped
S00003037,SP01,P11,G6,24-May-23,5613.75,802,Delivered
S00003038,SP01,P11,G1,03-Nov-23,13815,1382,Delivered
S00003039,SP01,P11,G1,24-Aug-23,1005.75,112,Delivered
S00003061,SP01,P10,G4,07-Nov-24,6678,446,Delivered
S00003064,SP01,P10,G5,19-Jun-24,4853.25,405,Delivered
S00003066,SP01,P10,G1,26-Dec-24,6115.5,383,Cancelled
S00003075,SP01,P10,G4,31-Dec-24,7641,403,Delivered
S00003082,SP01,P10,G1,06-Jan-25,6594.75,367,Shipped
S00003085,SP01,P10,G2,28-Jun-23,4362.75,312,Delivered
S00003087,SP01,P10,G4,13-Dec-23,5109.75,365,Delivered
S00003093,SP01,P10,G6,30-Jan-24,5600.25,467,Cancelled
S00003111,SP01,P04,G1,28-Nov-23,11470.5,396,Delivered
S00003113,SP01,P04,G2,21-Apr-23,17230.5,750,Delivered
S00003137,SP01,P04,G1,24-Oct-24,1188,48,Delivered
S00003139,SP01,P04,G1,11-Jan-24,11171.25,399,Delivered
S00003141,SP01,P04,G2,29-Jun-23,4896,213,Cancelled
S00003142,SP01,P04,G3,13-Jan-25,3262.5,142,Shipped
S00003145,SP01,P04,G4,26-Apr-23,1037.25,40,Delivered
S00003155,SP01,P16,G2,04-Nov-24,2319.75,97,Delivered
S00003170,SP01,P16,G3,08-Oct-24,4475.25,195,Delivered
S00003184,SP01,P16,G3,20-Feb-25,5753.25,274,Shipped
S00003206,SP01,P16,G1,05-Mar-24,9162,437,Delivered
S00003211,SP01,P16,G2,05-Oct-23,7884,316,Delivered
S00003221,SP01,P16,G1,18-Jan-24,1620,71,Delivered
S00003247,SP01,P16,G6,17-Nov-23,967.5,43,Delivered
S00003257,SP01,P21,G4,04-Nov-24,1048.5,48,Delivered
S00003260,SP01,P21,G5,09-Aug-23,11196,487,Delivered
S00003262,SP01,P21,G1,26-Jun-24,5519.25,307,Delivered
S00003263,SP01,P21,G1,09-Dec-24,3753,235,Delivered
S00003291,SP01,P21,G1,27-Dec-23,1647,83,Delivered
S00003297,SP01,P21,G4,30-Mar-23,1849.5,103,Delivered
S00003312,SP01,P21,G4,24-Oct-24,2110.5,106,Delivered
S00003314,SP01,P21,G5,01-Jan-24,4304.25,270,Delivered
S00003337,SP01,P05,G2,18-Oct-24,5053.5,195,Delivered
S00003341,SP01,P05,G4,24-Apr-24,6925.5,365,Delivered
S00003367,SP01,P05,G4,14-Oct-24,5078.25,268,Delivered
S00003373,SP01,P05,G6,15-Aug-23,4770,199,Delivered
S00003375,SP01,P12,G1,14-Jun-24,3082.5,124,Delivered
S00003378,SP01,P12,G2,26-Dec-24,10872,573,Delivered
S00003388,SP01,P12,G1,12-Oct-23,8437.5,469,Delivered
S00003389,SP01,P12,G1,02-Feb-24,9011.25,451,Delivered
S00003394,SP01,P12,G3,30-May-23,14730.75,614,Cancelled
S00003397,SP01,P12,G4,03-Dec-24,5897.25,311,Delivered
S00003400,SP01,P12,G5,28-Sep-23,5062.5,231,Cancelled
S00003403,SP01,P12,G1,20-Apr-23,13110.75,729,Delivered
S00003410,SP01,P12,G4,24-Jan-24,9344.25,492,Delivered
S00003412,SP01,P12,G5,01-Nov-23,4383,176,Cancelled
S00003419,SP01,P03,G1,05-Feb-24,5166,235,Delivered
S00003434,SP01,P03,G2,21-Jun-24,4205.25,248,Delivered
S00003438,SP01,P03,G4,27-Jan-25,1496.25,75,Shipped
S00003445,SP01,P03,G1,01-Nov-24,3564,149,Delivered
S00003446,SP01,P03,G1,28-Jul-23,2882.25,152,Delivered
S00003449,SP01,P03,G2,09-Oct-23,11513.25,606,Delivered
S00003462,SP01,P03,G2,28-Sep-23,2706.75,136,Delivered
S00003475,SP01,P03,G1,06-Jun-24,3631.5,192,Delivered
S00003494,SP01,P03,G4,13-Jan-23,4983.75,250,Delivered
S00003500,SP01,P22,G1,18-Oct-23,5170.5,173,Delivered
S00003521,SP01,P22,G4,19-Nov-24,6075,210,Delivered
S00003525,SP01,P22,G5,19-Sep-23,6864.75,229,Delivered
S00003531,SP01,P22,G1,30-Nov-23,3318.75,123,Delivered
S00003535,SP01,P22,G4,25-Jul-24,5940,238,Delivered
S00003540,SP01,P22,G5,13-Oct-23,342,15,Delivered
S00003545,SP01,P22,G1,15-Jul-24,2070,77,Delivered
S00003547,SP01,P22,G2,12-Jun-23,3901.5,135,Delivered
S00003550,SP01,P22,G4,12-Nov-24,402.75,13,Delivered
S00003551,SP01,P22,G4,08-Nov-23,12154.5,468,Delivered
S00003555,SP01,P22,G6,18-Jul-24,4977,172,Delivered
S00003560,SP01,P22,G2,30-Nov-23,2684.25,104,Delivered
S00003568,SP01,P22,G5,17-Jul-23,11151,385,Cancelled
S00003575,SP01,P07,G2,30-Sep-24,1183.5,66,Delivered
S00003592,SP01,P07,G4,17-Nov-23,8772.75,585,Delivered
S00003605,SP01,P07,G4,30-Apr-24,9153,763,Delivered
S00003606,SP01,P07,G4,12-Nov-24,2508.75,157,Delivered
S00003619,SP01,P17,G4,07-Jun-24,2544.75,95,Delivered
S00003622,SP01,P17,G5,18-Aug-23,1723.5,69,Delivered
S00003625,SP01,P17,G6,11-Jun-24,7085.25,254,Delivered
S00003626,SP01,P17,G1,12-Feb-25,13376.25,462,Shipped
S00003641,SP01,P17,G1,13-Feb-23,4171.5,174,Delivered
S00003644,SP01,P17,G2,26-Jul-23,8082,352,Delivered
S00003650,SP01,P17,G5,31-May-23,2493,114,Cancelled
S00003658,SP01,P17,G2,19-Feb-24,11052,503,Delivered
S00003663,SP01,P17,G4,17-Oct-24,4097.25,158,Delivered
S00003686,SP01,P08,G2,06-Feb-24,9373.5,782,Delivered
S00003696,SP01,P08,G1,23-Oct-24,3395.25,227,Delivered
S00003708,SP01,P08,G5,17-Oct-23,760.5,55,Delivered
S00003713,SP01,P08,G1,24-Jan-23,2565,184,Delivered
S00003715,SP01,P08,G2,20-Sep-24,3510,220,Delivered
S00003716,SP01,P08,G3,15-Jul-24,9200.25,767,Delivered
S00003726,SP01,P08,G1,30-Jan-25,3946.5,304,Shipped
S00003728,SP01,P08,G2,18-Oct-23,5688,474,Delivered
S00003732,SP01,P08,G4,20-Nov-23,1197,93,Delivered
S00003750,SP01,P08,G5,22-Jun-23,2677.5,268,Delivered
S00003752,SP01,P08,G1,23-Sep-24,7107.75,593,Delivered
S00003754,SP01,P08,G1,23-Aug-23,8208,821,Delivered
S00003755,SP01,P08,G1,05-Mar-24,3289.5,206,Delivered
S00003756,SP01,P08,G2,05-Jun-24,4344.75,395,Delivered
S00003770,SP01,P13,G2,05-Nov-24,7366.5,921,Cancelled
S00003774,SP01,P13,G4,19-Dec-24,544.5,61,Delivered
S00003786,SP01,P13,G3,19-Dec-23,5087.25,848,Delivered
S00003787,SP01,P13,G4,17-Feb-25,6660,1110,Shipped
S00003795,SP01,P13,G1,20-Dec-24,2106,264,Delivered
S00003797,SP01,P13,G1,19-Jan-24,9695.25,1386,Delivered
S00003815,SP01,P13,G4,15-Dec-23,1021.5,86,Delivered
S00003820,SP01,P13,G5,16-Jan-25,4743,475,Shipped
S00003842,SP01,P02,G3,17-Oct-24,6788.25,618,Delivered
S00003859,SP01,P20,G4,12-Nov-24,13700.25,1958,Delivered
S00003867,SP01,P20,G1,22-Nov-24,21955.5,2440,Delivered
S00003892,SP01,P20,G1,16-Jan-25,11081.25,1232,Shipped
S00003895,SP01,P20,G1,01-Feb-24,3930.75,437,Delivered
S00003899,SP01,P20,G4,25-Oct-23,7902,659,Delivered
S00003903,SP01,P20,G5,08-Jul-24,18456.75,1846,Delivered
S00003905,SP01,P20,G6,12-Feb-25,4891.5,445,Shipped
S00003917,SP01,P20,G5,05-Oct-23,2090.25,262,Delivered
S00003919,SP01,P20,G6,29-Jan-24,4119.75,515,Delivered
S00003932,SP01,P20,G5,29-Nov-23,2214,317,Delivered
S00003937,SP01,P09,G1,18-Jan-24,5447.25,303,Cancelled
S00003941,SP01,P09,G4,29-Dec-23,303.75,16,Delivered
S00003946,SP01,P09,G5,16-Mar-23,2675.25,192,Delivered
S00003948,SP01,P09,G1,26-Jun-23,8804.25,490,Delivered
S00003958,SP01,P09,G5,15-Feb-24,7634.25,546,Delivered
S00003960,SP01,P09,G5,15-Aug-23,1611,108,Delivered
S00003969,SP01,P09,G4,31-Oct-23,4734,237,Delivered
S00004001,SP01,P18,G5,28-Jul-23,4605.75,192,Delivered
S00004004,SP01,P18,G1,02-Apr-24,6777,283,Delivered
S00004006,SP01,P18,G1,26-Jul-23,4099.5,179,Delivered
S00004007,SP01,P18,G1,12-Sep-24,2817,157,Delivered
S00004015,SP01,P18,G5,18-Apr-24,6246,250,Cancelled
S00004022,SP01,P18,G2,29-Jan-24,7368.75,321,Delivered
S00004039,SP02,P14,G4,23-Nov-23,7510.5,289,Delivered
S00004051,SP02,P14,G2,09-Jan-24,2668.5,112,Delivered
S00004058,SP02,P14,G5,10-Oct-23,7110,324,Delivered
S00004061,SP02,P14,G1,08-Feb-23,3928.5,158,Delivered
S00004077,SP02,P14,G1,30-Nov-23,1075.5,49,Delivered
S00004078,SP02,P14,G2,14-Aug-23,9895.5,413,Delivered
S00004079,SP02,P14,G2,22-Mar-23,10248.75,367,Delivered
S00004081,SP02,P14,G4,19-Sep-24,3775.5,158,Delivered
S00004082,SP02,P14,G4,25-May-23,3215.25,147,Delivered
S00004086,SP02,P14,G5,01-Jun-23,83.25,3,Delivered
S00004095,SP02,P01,G4,14-Dec-23,481.5,22,Delivered
S00004112,SP02,P01,G5,25-Oct-23,1426.5,63,Delivered
S00004120,SP02,P01,G2,17-Dec-24,12980.25,565,Delivered
S00004122,SP02,P01,G3,20-Nov-23,4338,181,Delivered
S00004123,SP02,P01,G4,05-Dec-24,13995,700,Delivered
S00004142,SP02,P01,G5,26-Nov-24,13295.25,665,Delivered
S00004145,SP02,P06,G1,17-Feb-25,11124,1391,Shipped
S00004147,SP02,P06,G1,02-May-24,12642.75,904,Delivered
S00004157,SP02,P06,G6,18-Jan-24,8928,893,Delivered
S00004179,SP02,P06,G4,03-Feb-23,9436.5,787,Delivered
S00004184,SP02,P06,G5,03-May-24,11268,1409,Delivered
S00004209,SP02,P19,G4,06-Feb-24,5256,251,Delivered
S00004223,SP02,P19,G4,28-Nov-23,19937.25,907,Delivered
S00004225,SP02,P19,G5,26-Dec-23,3537,177,Delivered
S00004229,SP02,P19,G1,06-Nov-24,7753.5,311,Delivered
S00004235,SP02,P19,G4,26-Apr-23,4142.25,208,Delivered
S00004246,SP02,P19,G2,08-Feb-23,31.5,2,Delivered
S00004253,SP02,P19,G5,12-Jun-24,1210.5,56,Delivered
S00004255,SP02,P19,G6,07-Feb-24,4797,185,Delivered
S00004259,SP02,P19,G1,18-Oct-23,6554.25,313,Delivered
S00004269,SP02,P19,G6,10-Jan-23,11650.5,449,Delivered
S00004277,SP02,P15,G4,18-Sep-23,6239.25,694,Cancelled
S00004280,SP02,P15,G5,15-Dec-23,4718.25,394,Delivered
S00004284,SP02,P15,G1,06-Jun-23,202.5,14,Delivered
S00004288,SP02,P15,G2,21-Aug-24,4963.5,497,Delivered
S00004289,SP02,P15,G2,29-Mar-24,11569.5,1157,Delivered
S00004293,SP02,P15,G4,08-Jan-25,4335.75,362,Shipped
S00004299,SP02,P15,G1,11-Feb-25,7452,574,Shipped
S00004305,SP02,P15,G4,15-Sep-23,6621.75,552,Delivered
S00004306,SP02,P15,G4,03-Nov-23,9789.75,1088,Delivered
S00004310,SP02,P15,G5,16-Feb-24,2646,189,Delivered
S00004312,SP02,P15,G1,04-Sep-23,2333.25,156,Delivered
S00004313,SP02,P15,G1,29-Jul-24,6435,715,Delivered
S00004324,SP02,P15,G5,20-Mar-23,5892.75,492,Delivered
S00004332,SP02,P15,G3,21-Oct-24,3766.5,236,Delivered
S00004335,SP02,P15,G4,12-Oct-23,832.5,65,Delivered
S00004337,SP02,P15,G5,16-Feb-24,3159,226,Delivered
S00004346,SP02,P11,G3,03-Jul-24,10887.75,838,Delivered
S00004348,SP02,P11,G4,24-Oct-23,5769,641,Delivered
S00004372,SP02,P11,G2,13-Aug-24,1896.75,173,Delivered
S00004381,SP02,P11,G6,23-Dec-24,4752,594,Delivered
S00004383,SP02,P11,G1,19-Dec-23,2907,265,Delivered
S00004393,SP02,P11,G5,06-Feb-25,3460.5,347,Shipped
S00004401,SP02,P10,G2,20-Dec-24,8228.25,485,Delivered
S00004404,SP02,P10,G4,18-Oct-24,5931,330,Delivered
S00004407,SP02,P10,G5,12-Nov-24,3276,205,Delivered
S00004410,SP02,P10,G1,04-Jul-24,3334.5,278,Delivered
S00004419,SP02,P10,G4,28-Jul-23,6905.25,494,Delivered
S00004431,SP02,P10,G4,27-Feb-25,4164.75,298,Shipped
S00004435,SP02,P10,G5,01-May-23,1757.25,110,Delivered
S00004436,SP02,P10,G5,16-Mar-23,6261.75,330,Delivered
S00004442,SP02,P04,G2,31-Jan-25,11306.25,514,Shipped
S00004456,SP02,P04,G2,23-Oct-23,8325,321,Delivered
S00004467,SP02,P04,G1,28-Dec-23,7195.5,267,Delivered
S00004475,SP02,P04,G4,20-Feb-24,10210.5,393,Delivered
S00004482,SP02,P04,G1,23-Oct-23,10269,367,Delivered
S00004483,SP02,P04,G1,20-Feb-23,8277.75,377,Delivered
S00004487,SP02,P04,G4,14-Jun-24,5456.25,219,Delivered
S00004491,SP02,P04,G5,29-May-24,582.75,23,Delivered
S00004497,SP02,P16,G1,06-Dec-23,1500.75,76,Delivered
S00004506,SP02,P16,G5,20-Feb-25,614.25,31,Cancelled
S00004522,SP02,P16,G1,27-Sep-23,8939.25,373,Delivered
S00004523,SP02,P16,G1,12-Jul-23,14055.75,639,Delivered
S00004524,SP02,P16,G1,08-Aug-24,9159.75,399,Delivered
S00004529,SP02,P16,G4,04-Aug-23,14395.5,554,Delivered
S00004532,SP02,P16,G5,26-Apr-23,351,16,Delivered
S00004546,SP02,P16,G5,27-Dec-23,4288.5,187,Delivered
S00004563,SP02,P16,G6,26-Dec-24,470.25,22,Delivered
S00004577,SP02,P16,G6,31-Oct-23,3399.75,142,Delivered
S00004578,SP02,P16,G1,15-Jan-24,5528.25,205,Delivered
S00004585,SP02,P16,G4,30-Sep-24,13050,544,Delivered
S00004605,SP02,P21,G6,08-Aug-24,2621.25,125,Delivered
S00004606,SP02,P21,G1,14-Oct-24,1842.75,103,Delivered
S00004610,SP02,P21,G2,29-Nov-23,5253.75,292,Delivered
S00004615,SP02,P21,G4,24-Jul-24,4558.5,218,Delivered
S00004617,SP02,P21,G5,01-May-24,4279.5,187,Delivered
S00004618,SP02,P21,G5,19-Jul-23,6149.25,362,Delivered
S00004631,SP02,P21,G5,05-Feb-25,2081.25,123,Shipped
S00004632,SP02,P21,G5,04-Dec-23,11952,630,Delivered
S00004641,SP02,P21,G4,09-May-24,7033.5,335,Delivered
S00004643,SP02,P21,G4,19-Jul-24,8919,425,Delivered
S00004653,SP02,P21,G2,10-Sep-24,2567.25,143,Delivered
S00004663,SP02,P05,G1,09-Dec-24,9616.5,370,Delivered
S00004676,SP02,P05,G1,26-Dec-23,1417.5,65,Delivered
S00004680,SP02,P05,G2,22-Mar-23,7026.75,293,Delivered
S00004686,SP02,P05,G5,31-Jul-23,7042.5,282,Delivered
S00004689,SP02,P05,G6,29-Jan-24,598.5,32,Delivered
S00004706,SP02,P05,G1,05-Dec-24,5985,315,Delivered
S00004707,SP02,P05,G1,22-Nov-23,6484.5,271,Delivered
S00004710,SP02,P05,G3,08-Feb-23,6435,307,Delivered
S00004711,SP02,P05,G4,12-Dec-23,1527.75,67,Delivered
S00004720,SP02,P12,G1,11-Dec-23,8568,343,Delivered
S00004729,SP02,P12,G5,30-Sep-24,2036.25,114,Delivered
S00004735,SP02,P12,G1,12-Feb-24,5793.75,290,Delivered
S00004746,SP02,P12,G1,30-Aug-24,5449.5,260,Delivered
S00004747,SP02,P12,G1,08-Nov-24,7623,332,Delivered
S00004758,SP02,P12,G5,07-Aug-23,5325.75,267,Delivered
S00004765,SP02,P03,G2,13-May-24,3719.25,196,Cancelled
S00004771,SP02,P03,G5,11-Apr-24,3685.5,176,Delivered
S00004777,SP02,P03,G1,14-Feb-23,8158.5,480,Delivered
S00004780,SP02,P03,G3,16-Jun-23,4725,278,Delivered
S00004785,SP02,P03,G5,26-Aug-24,2205,123,Cancelled
S00004791,SP02,P03,G1,09-Aug-23,9132.75,457,Delivered
S00004792,SP02,P03,G2,17-Mar-23,1460.25,74,Delivered
S00004797,SP02,P03,G4,21-Feb-24,4884.75,204,Delivered
S00004807,SP02,P03,G2,13-Dec-24,1541.25,86,Delivered
S00004813,SP02,P03,G5,02-Jan-25,4864.5,244,Shipped
S00004816,SP02,P03,G1,03-Jan-25,5816.25,324,Shipped
S00004818,SP02,P03,G1,20-Feb-23,2272.5,120,Delivered
S00004821,SP02,P03,G2,29-Oct-24,1865.25,104,Delivered
S00004831,SP02,P03,G1,19-Sep-23,3035.25,169,Delivered
S00004841,SP02,P03,G5,05-May-23,348.75,19,Delivered
S00004850,SP02,P22,G3,13-Jan-25,5397.75,216,Shipped
S00004858,SP02,P22,G1,29-Jul-24,294.75,13,Delivered
S00004864,SP02,P22,G3,05-Apr-24,6484.5,224,Delivered
S00004868,SP02,P22,G5,10-May-23,8556.75,286,Delivered
S00004878,SP02,P22,G3,05-Jun-24,877.5,32,Delivered
S00004881,SP02,P22,G4,14-Nov-24,4416.75,177,Delivered
S00004888,SP02,P22,G1,07-Mar-25,6059.25,196,Placed
S00004899,SP02,P22,G6,09-Feb-23,1800,75,Delivered
S00004908,SP02,P22,G4,17-Dec-24,10399.5,347,Delivered
S00004919,SP02,P07,G2,16-Jun-23,405,32,Delivered
S00004928,SP02,P07,G1,04-Jul-24,3701.25,247,Delivered
S00004946,SP02,P07,G2,05-Feb-25,1563.75,87,Shipped
S00004959,SP02,P17,G1,06-Nov-23,6999.75,270,Delivered
S00004966,SP02,P17,G5,22-Aug-24,868.5,32,Delivered
S00004983,SP02,P17,G6,09-Feb-23,364.5,14,Delivered
S00004985,SP02,P17,G1,26-Jan-24,5193,193,Delivered
S00004986,SP02,P17,G1,26-Mar-25,2758.5,120,Placed
S00004997,SP02,P17,G6,18-Dec-23,5654.25,195,Delivered
S00005004,SP02,P17,G3,27-Feb-24,14820.75,571,Cancelled
S00005011,SP02,P17,G6,05-Feb-24,12460.5,499,Delivered
S00005016,SP02,P17,G2,05-Jan-24,1554.75,54,Delivered
S00005034,SP02,P08,G4,13-Jan-25,4758.75,476,Cancelled
S00005038,SP02,P08,G5,13-Jan-25,3584.25,276,Shipped
S00005046,SP02,P08,G3,13-Dec-23,9810,1090,Delivered
S00005048,SP02,P08,G4,05-Oct-23,11117.25,1011,Delivered
S00005053,SP02,P08,G6,10-Apr-24,9821.25,983,Delivered
S00005054,SP02,P08,G1,17-Jan-23,8039.25,894,Delivered
S00005059,SP02,P08,G2,18-Feb-25,8599.5,956,Shipped
S00005062,SP02,P08,G4,04-Oct-24,4882.5,349,Delivered
S00005068,SP02,P08,G1,18-Jan-23,9069.75,648,Delivered
S00005074,SP02,P08,G3,13-Dec-23,9888.75,707,Delivered
S00005075,SP02,P08,G4,18-Oct-24,4866.75,325,Delivered
S00005084,SP02,P08,G1,12-Feb-24,7573.5,632,Delivered
S00005089,SP02,P08,G4,17-Jul-23,13691.25,913,Delivered
S00005091,SP02,P08,G4,15-Feb-23,8759.25,548,Delivered
S00005093,SP02,P08,G5,13-Aug-24,501.75,51,Delivered
S00005104,SP02,P08,G4,06-Nov-23,2360.25,182,Delivered
S00005115,SP02,P13,G2,20-Nov-24,3384,376,Delivered
S00005116,SP02,P13,G3,27-Feb-24,3530.25,442,Delivered
S00005125,SP02,P13,G1,05-Feb-25,4389.75,488,Shipped
S00005126,SP02,P13,G1,21-Feb-25,1462.5,209,Shipped
S00005130,SP02,P13,G3,23-Nov-23,4034.25,577,Delivered
S00005139,SP02,P13,G1,12-Dec-24,479.25,60,Delivered
S00005142,SP02,P13,G2,06-May-24,132.75,14,Delivered
S00005155,SP02,P13,G1,14-Feb-25,6644.25,739,Shipped
S00005158,SP02,P13,G3,31-May-23,2898,483,Delivered
S00005164,SP02,P13,G5,31-Mar-25,958.5,137,Placed
S00005181,SP02,P02,G1,20-Sep-24,11454.75,955,Delivered
S00005185,SP02,P02,G2,23-May-24,9281.25,774,Delivered
S00005195,SP02,P20,G1,18-Dec-23,1053,117,Delivered
S00005198,SP02,P20,G2,21-Nov-23,12305.25,1758,Delivered
S00005200,SP02,P20,G3,17-Jan-24,13344.75,2225,Delivered
S00005217,SP02,P20,G4,10-Sep-24,12161.25,1352,Delivered
S00005231,SP02,P20,G4,24-Feb-23,2220.75,223,Delivered
S00005237,SP02,P20,G1,14-Feb-25,11648.25,1295,Shipped
S00005239,SP02,P20,G1,26-Aug-24,886.5,89,Delivered
S00005242,SP02,P20,G3,18-Sep-23,2988,498,Delivered
S00005244,SP02,P20,G4,25-Jun-24,56.25,10,Delivered
S00005252,SP02,P20,G1,26-Oct-23,3564,275,Delivered
S00005254,SP02,P20,G2,28-Jul-23,1791,150,Delivered
S00005256,SP02,P20,G3,06-Feb-24,1156.5,193,Delivered
S00005274,SP02,P20,G5,18-Sep-23,13394.25,1675,Delivered
S00005280,SP02,P09,G1,18-Jan-24,355.5,26,Delivered
S00005286,SP02,P09,G4,09-Dec-24,12093.75,931,Delivered
S00005290,SP02,P09,G5,30-May-23,67.5,4,Cancelled
S00005291,SP02,P09,G6,29-Nov-23,1885.5,105,Cancelled
S00005306,SP02,P09,G1,30-Jan-24,895.5,69,Delivered
S00005309,SP02,P09,G1,14-Jan-25,11520,768,Cancelled
S00005323,SP02,P09,G1,28-Jun-23,1638,126,Delivered
S00005342,SP02,P18,G4,19-Dec-23,8327.25,463,Delivered
S00005344,SP02,P18,G5,06-Feb-23,7706.25,406,Delivered
S00005353,SP02,P18,G2,12-Sep-23,7728.75,430,Delivered
S00005364,SP02,P18,G1,01-Aug-24,6122.25,292,Delivered
S00005368,SP02,P18,G3,17-Feb-23,5962.5,332,Delivered
